id_instr,description,instr_type_01,instr_type_02,instr_type_03,issuer,cpn,cpn_freq,maturity,isin,cusip,bloom_ticker,currency,id_curve
US313383D573,FHLB 0.210 11/24/2014,BOND,AGEN,YIELD,FHLB,0.21,NA,11/24/14,US313383D573,'313383D5',US313383D573 Govt,USD,AGEN_USD_USA
US313383DJ75,FHLB 0.210 11/28/2014,BOND,AGEN,YIELD,FHLB,0.21,NA,11/28/14,US313383DJ75,'313383DJ',US313383DJ75 Govt,USD,AGEN_USD_USA
US3137EACT49,FHLMC 2.500 5/27/2016,BOND,AGEN,YIELD,FHLMC,2.5,NA,5/27/16,US3137EACT49,'3137EACT',US3137EACT49 Govt,USD,AGEN_USD_USA
US3137EADQ90,FHLMC 0.500 5/13/2016,BOND,AGEN,YIELD,FHLMC,0.5,NA,5/13/16,US3137EADQ90,'3137EADQ',US3137EADQ90 Govt,USD,AGEN_USD_USA
US3133ECR714,FFCB 0.300 6/4/2015,BOND,AGEN,YIELD,FFCB,0.3,NA,6/4/15,US3133ECR714,'3133ECR7',US3133ECR714 Govt,USD,AGEN_USD_USA
US313373SZ62,FHLB 2.125 6/10/2016,BOND,AGEN,YIELD,FHLB,2.125,NA,6/10/16,US313373SZ62,'313373SZ',US313373SZ62 Govt,USD,AGEN_USD_USA
US3133834R96,FHLB 0.375 6/24/2016,BOND,AGEN,YIELD,FHLB,0.375,NA,6/24/16,US3133834R96,'3133834R',US3133834R96 Govt,USD,AGEN_USD_USA
US313383R789,FHLB 0.750 7/18/2016,BOND,AGEN,YIELD,FHLB,0.75,NA,7/18/16,US313383R789,'313383R7',US313383R789 Govt,USD,AGEN_USD_USA
US313383RN32,FHLB 0.250 1/26/2015,BOND,AGEN,YIELD,FHLB,0.25,NA,1/26/15,US313383RN32,'313383RN',US313383RN32 Govt,USD,AGEN_USD_USA
US313383SK83,FHLB 0.250 1/26/2015,BOND,AGEN,YIELD,FHLB,0.25,NA,1/26/15,US313383SK83,'313383SK',US313383SK83 Govt,USD,AGEN_USD_USA
US3137EAAG46,FHLMC 5.500 7/18/2016,BOND,AGEN,YIELD,FHLMC,5.5,NA,7/18/16,US3137EAAG46,'3137EAAG',US3137EAAG46 Govt,USD,AGEN_USD_USA
US3134G4DE52,FHLMC 0.310 1/9/2015,BOND,AGEN,YIELD,FHLMC,0.31,NA,1/9/15,US3134G4DE52,'3134G4DE',US3134G4DE52 Govt,USD,AGEN_USD_USA
US31359MS612,FNMA 5.375 7/15/2016,BOND,AGEN,YIELD,FNMA,5.375,NA,7/15/16,US31359MS612,'31359MS6',US31359MS612 Govt,USD,AGEN_USD_USA
US3135G0XP31,FNMA 0.375 7/5/2016,BOND,AGEN,YIELD,FNMA,0.375,NA,7/5/16,US3135G0XP31,'3135G0XP',US3135G0XP31 Govt,USD,AGEN_USD_USA
US742651DL35,PEFCO 2.125 7/15/2016,BOND,AGEN,YIELD,PEFCO,2.125,NA,7/15/16,US742651DL35,'742651DL',US742651DL35 Govt,USD,AGEN_USD_USA
US31331V2U92,FFCB 5.125 8/25/2016,BOND,AGEN,YIELD,FFCB,5.125,NA,8/25/16,US31331V2U92,'31331V2U',US31331V2U92 Govt,USD,AGEN_USD_USA
US3133ECX746,FFCB 0.300 7/13/2015,BOND,AGEN,YIELD,FFCB,0.3,NA,7/13/15,US3133ECX746,'3133ECX7',US3133ECX746 Govt,USD,AGEN_USD_USA
US313383U254,FHLB 0.220 2/2/2015,BOND,AGEN,YIELD,FHLB,0.22,NA,2/2/15,US313383U254,'313383U2',US313383U254 Govt,USD,AGEN_USD_USA
US313383V815,FHLB 0.375 8/28/2015,BOND,AGEN,YIELD,FHLB,0.375,NA,8/28/15,US313383V815,'313383V8',US313383V815 Govt,USD,AGEN_USD_USA
US3137EACW77,FHLMC 2.000 8/25/2016,BOND,AGEN,YIELD,FHLMC,2,NA,8/25/16,US3137EACW77,'3137EACW',US3137EACW77 Govt,USD,AGEN_USD_USA
US3134G4FJ22,FHLMC 0.305 2/23/2015,BOND,AGEN,YIELD,FHLMC,0.305,NA,2/23/15,US3134G4FJ22,'3134G4FJ',US3134G4FJ22 Govt,USD,AGEN_USD_USA
US3135G0YE74,FNMA 0.625 8/26/2016,BOND,AGEN,YIELD,FNMA,0.625,NA,8/26/16,US3135G0YE74,'3135G0YE',US3135G0YE74 Govt,USD,AGEN_USD_USA
US3133XGJA30,FHLB 5.375 9/9/2016,BOND,AGEN,YIELD,FHLB,5.375,NA,9/9/16,US3133XGJA30,'3133XGJA',US3133XGJA30 Govt,USD,AGEN_USD_USA
US3133XUKV42,FHLB 3.750 9/9/2016,BOND,AGEN,YIELD,FHLB,3.75,NA,9/9/16,US3133XUKV42,'3133XUKV',US3133XUKV42 Govt,USD,AGEN_USD_USA
US313370TW83,FHLB 2.000 9/9/2016,BOND,AGEN,YIELD,FHLB,2,NA,9/9/16,US313370TW83,'313370TW',US313370TW83 Govt,USD,AGEN_USD_USA
US313383Z469,FHLB 0.450 9/21/2015,BOND,AGEN,YIELD,FHLB,0.45,NA,9/21/15,US313383Z469,'313383Z4',US313383Z469 Govt,USD,AGEN_USD_USA
US313383ZF16,FHLB 0.480 9/18/2015,BOND,AGEN,YIELD,FHLB,0.48,NA,9/18/15,US313383ZF16,'313383ZF',US313383ZF16 Govt,USD,AGEN_USD_USA
US3134G3L247,FHLMC 0.500 9/25/2015,BOND,AGEN,YIELD,FHLMC,0.5,NA,9/25/15,US3134G3L247,'3134G3L2',US3134G3L247 Govt,USD,AGEN_USD_USA
US3134G36F24,FHLMC 0.420 9/18/2015,BOND,AGEN,YIELD,FHLMC,0.42,NA,9/18/15,US3134G36F24,'3134G36F',US3134G36F24 Govt,USD,AGEN_USD_USA
US3134G36G07,FHLMC 0.350 3/18/2015,BOND,AGEN,YIELD,FHLMC,0.35,NA,3/18/15,US3134G36G07,'3134G36G',US3134G36G07 Govt,USD,AGEN_USD_USA
US3134G4FZ63,FHLMC 0.310 3/3/2015,BOND,AGEN,YIELD,FHLMC,0.31,NA,3/3/15,US3134G4FZ63,'3134G4FZ',US3134G4FZ63 Govt,USD,AGEN_USD_USA
US3134G4G518,FHLMC 0.370 7/30/2015,BOND,AGEN,YIELD,FHLMC,0.37,NA,7/30/15,US3134G4G518,'3134G4G5',US3134G4G518 Govt,USD,AGEN_USD_USA
US31359MW416,FNMA 5.250 9/15/2016,BOND,AGEN,YIELD,FNMA,5.25,NA,9/15/16,US31359MW416,'31359MW4',US31359MW416 Govt,USD,AGEN_USD_USA
US3135G0CM39,FNMA 1.250 9/28/2016,BOND,AGEN,YIELD,FNMA,1.25,NA,9/28/16,US3135G0CM39,'3135G0CM',US3135G0CM39 Govt,USD,AGEN_USD_USA
US3133XHK684,FHLB 5.125 10/19/2016,BOND,AGEN,YIELD,FHLB,5.125,NA,10/19/16,US3133XHK684,'3133XHK6',US3133XHK684 Govt,USD,AGEN_USD_USA
US3137EAAJ84,FHLMC 5.125 10/18/2016,BOND,AGEN,YIELD,FHLMC,5.125,NA,10/18/16,US3137EAAJ84,'3137EAAJ',US3137EAAJ84 Govt,USD,AGEN_USD_USA
US3137EADS56,FHLMC 0.875 10/14/2016,BOND,AGEN,YIELD,FHLMC,0.875,NA,10/14/16,US3137EADS56,'3137EADS',US3137EADS56 Govt,USD,AGEN_USD_USA
US3134G4HE17,FHLMC 0.000 5/1/2015,BOND,AGEN,YIELD,FHLMC,0,NA,5/1/15,US3134G4HE17,'3134G4HE',US3134G4HE17 Govt,USD,AGEN_USD_USA
US3135G0QB28,FNMA 0.500 10/22/2015,BOND,AGEN,YIELD,FNMA,0.5,NA,10/22/15,US3135G0QB28,'3135G0QB',US3135G0QB28 Govt,USD,AGEN_USD_USA
US3134G3S507,FHLMC 0.625 11/1/2016,BOND,AGEN,YIELD,FHLMC,0.625,NA,11/1/16,US3134G3S507,'3134G3S5',US3134G3S507 Govt,USD,AGEN_USD_USA
US3134G4LW68,FHLMC 4.000 8/9/2016,BOND,AGEN,YIELD,FHLMC,4,NA,8/9/16,US3134G4LW68,'3134G4LW',US3134G4LW68 Govt,USD,AGEN_USD_USA
US3135G0ES80,FNMA 1.375 11/15/2016,BOND,AGEN,YIELD,FNMA,1.375,NA,11/15/16,US3135G0ES80,'3135G0ES',US3135G0ES80 Govt,USD,AGEN_USD_USA
US31331K7J38,FFCB 0.350 1/23/2014,BOND,AGEN,YIELD,FFCB,0.35,NA,1/23/14,US31331K7J38,'31331K7J',US31331K7J38 Govt,USD,AGEN_USD_USA
US313376UF02,FHLB 0.375 1/29/2014,BOND,AGEN,YIELD,FHLB,0.375,NA,1/29/14,US313376UF02,'313376UF',US313376UF02 Govt,USD,AGEN_USD_USA
US313379Y601,FHLB 0.330 1/3/2014,BOND,AGEN,YIELD,FHLB,0.33,NA,1/3/14,US313379Y601,'313379Y6',US313379Y601 Govt,USD,AGEN_USD_USA
US313379YX11,FHLB 0.330 1/17/2014,BOND,AGEN,YIELD,FHLB,0.33,NA,1/17/14,US313379YX11,'313379YX',US313379YX11 Govt,USD,AGEN_USD_USA
US3133805Q68,FHLB 0.260 1/23/2014,BOND,AGEN,YIELD,FHLB,0.26,NA,1/23/14,US3133805Q68,'3133805Q',US3133805Q68 Govt,USD,AGEN_USD_USA
US3133805T08,FHLB 0.270 1/23/2014,BOND,AGEN,YIELD,FHLB,0.27,NA,1/23/14,US3133805T08,'3133805T',US3133805T08 Govt,USD,AGEN_USD_USA
US3134A4UM47,FHLMC 4.500 1/15/2014,BOND,AGEN,YIELD,FHLMC,4.5,NA,1/15/14,US3134A4UM47,'3134A4UM',US3134A4UM47 Govt,USD,AGEN_USD_USA
US3128X2TM79,FHLMC 5.000 1/30/2014,BOND,AGEN,YIELD,FHLMC,5,NA,1/30/14,US3128X2TM79,'3128X2TM',US3128X2TM79 Govt,USD,AGEN_USD_USA
US3137EABX69,FHLMC 2.500 1/7/2014,BOND,AGEN,YIELD,FHLMC,2.5,NA,1/7/14,US3137EABX69,'3137EABX',US3137EABX69 Govt,USD,AGEN_USD_USA
US3134G3JR29,FHLMC 0.450 1/9/2014,BOND,AGEN,YIELD,FHLMC,0.45,NA,1/9/14,US3134G3JR29,'3134G3JR',US3134G3JR29 Govt,USD,AGEN_USD_USA
US912810EA26,T 9.125 5/15/2018,BOND,GOVT,NOTE,USA,9.125,NA,5/15/18,US912810EA26,'912810EA',US912810EA26 Govt,USD,GOVT_USD_USA
US912810EB09,T 9.000 11/15/2018,BOND,GOVT,NOTE,USA,9,NA,11/15/18,US912810EB09,'912810EB',US912810EB09 Govt,USD,GOVT_USD_USA
US912810EC81,T 8.875 2/15/2019,BOND,GOVT,NOTE,USA,8.875,NA,2/15/19,US912810EC81,'912810EC',US912810EC81 Govt,USD,GOVT_USD_USA
US912810ED64,T 8.125 8/15/2019,BOND,GOVT,NOTE,USA,8.125,NA,8/15/19,US912810ED64,'912810ED',US912810ED64 Govt,USD,GOVT_USD_USA
US912810EE48,T 8.500 2/15/2020,BOND,GOVT,NOTE,USA,8.5,NA,2/15/20,US912810EE48,'912810EE',US912810EE48 Govt,USD,GOVT_USD_USA
US912810EF13,T 8.750 5/15/2020,BOND,GOVT,NOTE,USA,8.75,NA,5/15/20,US912810EF13,'912810EF',US912810EF13 Govt,USD,GOVT_USD_USA
US912810EG95,T 8.750 8/15/2020,BOND,GOVT,NOTE,USA,8.75,NA,8/15/20,US912810EG95,'912810EG',US912810EG95 Govt,USD,GOVT_USD_USA
US912810EH78,T 7.875 2/15/2021,BOND,GOVT,NOTE,USA,7.875,NA,2/15/21,US912810EH78,'912810EH',US912810EH78 Govt,USD,GOVT_USD_USA
US912810EJ35,T 8.125 5/15/2021,BOND,GOVT,NOTE,USA,8.125,NA,5/15/21,US912810EJ35,'912810EJ',US912810EJ35 Govt,USD,GOVT_USD_USA
US912810EK08,T 8.125 8/15/2021,BOND,GOVT,NOTE,USA,8.125,NA,8/15/21,US912810EK08,'912810EK',US912810EK08 Govt,USD,GOVT_USD_USA
US912810EL80,T 8.000 11/15/2021,BOND,GOVT,NOTE,USA,8,NA,11/15/21,US912810EL80,'912810EL',US912810EL80 Govt,USD,GOVT_USD_USA
US912810EM63,T 7.250 8/15/2022,BOND,GOVT,NOTE,USA,7.25,NA,8/15/22,US912810EM63,'912810EM',US912810EM63 Govt,USD,GOVT_USD_USA
US912810EN47,T 7.625 11/15/2022,BOND,GOVT,NOTE,USA,7.625,NA,11/15/22,US912810EN47,'912810EN',US912810EN47 Govt,USD,GOVT_USD_USA
US912828HR40,T 3.500 2/15/2018,BOND,GOVT,NOTE,USA,3.5,NA,2/15/18,US912828HR40,'912828HR',US912828HR40 Govt,USD,GOVT_USD_USA
US912828HZ65,T 3.875 5/15/2018,BOND,GOVT,NOTE,USA,3.875,NA,5/15/18,US912828HZ65,'912828HZ',US912828HZ65 Govt,USD,GOVT_USD_USA
US912828JH40,T 4.000 8/15/2018,BOND,GOVT,NOTE,USA,4,NA,8/15/18,US912828JH40,'912828JH',US912828JH40 Govt,USD,GOVT_USD_USA
US912828JR22,T 3.750 11/15/2018,BOND,GOVT,NOTE,USA,3.75,NA,11/15/18,US912828JR22,'912828JR',US912828JR22 Govt,USD,GOVT_USD_USA
US912828KD17,T 2.750 2/15/2019,BOND,GOVT,NOTE,USA,2.75,NA,2/15/19,US912828KD17,'912828KD',US912828KD17 Govt,USD,GOVT_USD_USA
US912828KQ20,T 3.125 5/15/2019,BOND,GOVT,NOTE,USA,3.125,NA,5/15/19,US912828KQ20,'912828KQ',US912828KQ20 Govt,USD,GOVT_USD_USA
US912828LJ77,T 3.625 8/15/2019,BOND,GOVT,NOTE,USA,3.625,NA,8/15/19,US912828LJ77,'912828LJ',US912828LJ77 Govt,USD,GOVT_USD_USA
US912828LY45,T 3.375 11/15/2019,BOND,GOVT,NOTE,USA,3.375,NA,11/15/19,US912828LY45,'912828LY',US912828LY45 Govt,USD,GOVT_USD_USA
US912828MP29,T 3.625 2/15/2020,BOND,GOVT,NOTE,USA,3.625,NA,2/15/20,US912828MP29,'912828MP',US912828MP29 Govt,USD,GOVT_USD_USA
US912828ND89,T 3.500 5/15/2020,BOND,GOVT,NOTE,USA,3.5,NA,5/15/20,US912828ND89,'912828ND',US912828ND89 Govt,USD,GOVT_USD_USA
US912828NT32,T 2.625 8/15/2020,BOND,GOVT,NOTE,USA,2.625,NA,8/15/20,US912828NT32,'912828NT',US912828NT32 Govt,USD,GOVT_USD_USA
US912828PC88,T 2.625 11/15/2020,BOND,GOVT,NOTE,USA,2.625,NA,11/15/20,US912828PC88,'912828PC',US912828PC88 Govt,USD,GOVT_USD_USA
US912828PT14,T 2.625 1/31/2018,BOND,GOVT,NOTE,USA,2.625,NA,1/31/18,US912828PT14,'912828PT',US912828PT14 Govt,USD,GOVT_USD_USA
US912828PX26,T 3.625 2/15/2021,BOND,GOVT,NOTE,USA,3.625,NA,2/15/21,US912828PX26,'912828PX',US912828PX26 Govt,USD,GOVT_USD_USA
US912828PY09,T 2.750 2/28/2018,BOND,GOVT,NOTE,USA,2.75,NA,2/28/18,US912828PY09,'912828PY',US912828PY09 Govt,USD,GOVT_USD_USA
US912828QB96,T 2.875 3/31/2018,BOND,GOVT,NOTE,USA,2.875,NA,3/31/18,US912828QB96,'912828QB',US912828QB96 Govt,USD,GOVT_USD_USA
US912828QG83,T 2.625 4/30/2018,BOND,GOVT,NOTE,USA,2.625,NA,4/30/18,US912828QG83,'912828QG',US912828QG83 Govt,USD,GOVT_USD_USA
US912828QN35,T 3.125 5/15/2021,BOND,GOVT,NOTE,USA,3.125,NA,5/15/21,US912828QN35,'912828QN',US912828QN35 Govt,USD,GOVT_USD_USA
US912828QQ65,T 2.375 5/31/2018,BOND,GOVT,NOTE,USA,2.375,NA,5/31/18,US912828QQ65,'912828QQ',US912828QQ65 Govt,USD,GOVT_USD_USA
US912828QT05,T 2.375 6/30/2018,BOND,GOVT,NOTE,USA,2.375,NA,6/30/18,US912828QT05,'912828QT',US912828QT05 Govt,USD,GOVT_USD_USA
US912828QY99,T 2.250 7/31/2018,BOND,GOVT,NOTE,USA,2.25,NA,7/31/18,US912828QY99,'912828QY',US912828QY99 Govt,USD,GOVT_USD_USA
US912828RC60,T 2.125 8/15/2021,BOND,GOVT,NOTE,USA,2.125,NA,8/15/21,US912828RC60,'912828RC',US912828RC60 Govt,USD,GOVT_USD_USA
US912828RE27,T 1.500 8/31/2018,BOND,GOVT,NOTE,USA,1.5,NA,8/31/18,US912828RE27,'912828RE',US912828RE27 Govt,USD,GOVT_USD_USA
US912828RH57,T 1.375 9/30/2018,BOND,GOVT,NOTE,USA,1.375,NA,9/30/18,US912828RH57,'912828RH',US912828RH57 Govt,USD,GOVT_USD_USA
US912828RP73,T 1.750 10/31/2018,BOND,GOVT,NOTE,USA,1.75,NA,10/31/18,US912828RP73,'912828RP',US912828RP73 Govt,USD,GOVT_USD_USA
US912828RR30,T 2.000 11/15/2021,BOND,GOVT,NOTE,USA,2,NA,11/15/21,US912828RR30,'912828RR',US912828RR30 Govt,USD,GOVT_USD_USA
US912828RT95,T 1.375 11/30/2018,BOND,GOVT,NOTE,USA,1.375,NA,11/30/18,US912828RT95,'912828RT',US912828RT95 Govt,USD,GOVT_USD_USA
US912828RY80,T 1.375 12/31/2018,BOND,GOVT,NOTE,USA,1.375,NA,12/31/18,US912828RY80,'912828RY',US912828RY80 Govt,USD,GOVT_USD_USA
US912828SD35,T 1.250 1/31/2019,BOND,GOVT,NOTE,USA,1.25,NA,1/31/19,US912828SD35,'912828SD',US912828SD35 Govt,USD,GOVT_USD_USA
US912828SF82,T 2.000 2/15/2022,BOND,GOVT,NOTE,USA,2,NA,2/15/22,US912828SF82,'912828SF',US912828SF82 Govt,USD,GOVT_USD_USA
US912828SH49,T 1.375 2/28/2019,BOND,GOVT,NOTE,USA,1.375,NA,2/28/19,US912828SH49,'912828SH',US912828SH49 Govt,USD,GOVT_USD_USA
US912828SN17,T 1.500 3/31/2019,BOND,GOVT,NOTE,USA,1.5,NA,3/31/19,US912828SN17,'912828SN',US912828SN17 Govt,USD,GOVT_USD_USA
US912828ST86,T 1.250 4/30/2019,BOND,GOVT,NOTE,USA,1.25,NA,4/30/19,US912828ST86,'912828ST',US912828ST86 Govt,USD,GOVT_USD_USA
US912828SV33,T 1.750 5/15/2022,BOND,GOVT,NOTE,USA,1.75,NA,5/15/22,US912828SV33,'912828SV',US912828SV33 Govt,USD,GOVT_USD_USA
US912828SX98,T 1.125 5/31/2019,BOND,GOVT,NOTE,USA,1.125,NA,5/31/19,US912828SX98,'912828SX',US912828SX98 Govt,USD,GOVT_USD_USA
US912828TC43,T 1.000 6/30/2019,BOND,GOVT,NOTE,USA,1,NA,6/30/19,US912828TC43,'912828TC',US912828TC43 Govt,USD,GOVT_USD_USA
US912828TH30,T 0.875 7/31/2019,BOND,GOVT,NOTE,USA,0.875,NA,7/31/19,US912828TH30,'912828TH',US912828TH30 Govt,USD,GOVT_USD_USA
US912828TJ95,T 1.625 8/15/2022,BOND,GOVT,NOTE,USA,1.625,NA,8/15/22,US912828TJ95,'912828TJ',US912828TJ95 Govt,USD,GOVT_USD_USA
US912828TN08,T 1.000 8/31/2019,BOND,GOVT,NOTE,USA,1,NA,8/31/19,US912828TN08,'912828TN',US912828TN08 Govt,USD,GOVT_USD_USA
US912828TR12,T 1.000 9/30/2019,BOND,GOVT,NOTE,USA,1,NA,9/30/19,US912828TR12,'912828TR',US912828TR12 Govt,USD,GOVT_USD_USA
US912828TV24,T 1.250 10/31/2019,BOND,GOVT,NOTE,USA,1.25,NA,10/31/19,US912828TV24,'912828TV',US912828TV24 Govt,USD,GOVT_USD_USA
US912828TY62,T 1.625 11/15/2022,BOND,GOVT,NOTE,USA,1.625,NA,11/15/22,US912828TY62,'912828TY',US912828TY62 Govt,USD,GOVT_USD_USA
US912828UB41,T 1.000 11/30/2019,BOND,GOVT,NOTE,USA,1,NA,11/30/19,US912828UB41,'912828UB',US912828UB41 Govt,USD,GOVT_USD_USA
US912828UF54,T 1.125 12/31/2019,BOND,GOVT,NOTE,USA,1.125,NA,12/31/19,US912828UF54,'912828UF',US912828UF54 Govt,USD,GOVT_USD_USA
US912810EP94,T 7.125 2/15/2023,BOND,GOVT,NOTE,USA,7.125,NA,2/15/23,US912810EP94,'912810EP',US912810EP94 Govt,USD,GOVT_USD_USA
US912828UL23,T 1.375 1/31/2020,BOND,GOVT,NOTE,USA,1.375,NA,1/31/20,US912828UL23,'912828UL',US912828UL23 Govt,USD,GOVT_USD_USA
US912828UN88,T 2.000 2/15/2023,BOND,GOVT,NOTE,USA,2,NA,2/15/23,US912828UN88,'912828UN',US912828UN88 Govt,USD,GOVT_USD_USA
US912828UQ10,T 1.250 2/29/2020,BOND,GOVT,NOTE,USA,1.25,NA,2/29/20,US912828UQ10,'912828UQ',US912828UQ10 Govt,USD,GOVT_USD_USA
US912828UV05,T 1.125 3/31/2020,BOND,GOVT,NOTE,USA,1.125,NA,3/31/20,US912828UV05,'912828UV',US912828UV05 Govt,USD,GOVT_USD_USA
US912828UZ19,T 0.625 4/30/2018,BOND,GOVT,NOTE,USA,0.625,NA,4/30/18,US912828UZ19,'912828UZ',US912828UZ19 Govt,USD,GOVT_USD_USA
US912828VA58,T 1.125 4/30/2020,BOND,GOVT,NOTE,USA,1.125,NA,4/30/20,US912828VA58,'912828VA',US912828VA58 Govt,USD,GOVT_USD_USA
US912828VB32,T 1.750 5/15/2023,BOND,GOVT,NOTE,USA,1.75,NA,5/15/23,US912828VB32,'912828VB',US912828VB32 Govt,USD,GOVT_USD_USA
US912828VF46,T 1.375 5/31/2020,BOND,GOVT,NOTE,USA,1.375,NA,5/31/20,US912828VF46,'912828VF',US912828VF46 Govt,USD,GOVT_USD_USA
US912828VJ67,T 1.875 6/30/2020,BOND,GOVT,NOTE,USA,1.875,NA,6/30/20,US912828VJ67,'912828VJ',US912828VJ67 Govt,USD,GOVT_USD_USA
US912828VP28,T 2.000 7/31/2020,BOND,GOVT,NOTE,USA,2,NA,7/31/20,US912828VP28,'912828VP',US912828VP28 Govt,USD,GOVT_USD_USA
US912828VQ01,T 1.375 7/31/2018,BOND,GOVT,NOTE,USA,1.375,NA,7/31/18,US912828VQ01,'912828VQ',US912828VQ01 Govt,USD,GOVT_USD_USA
US912810EQ77,T 6.250 8/15/2023,BOND,GOVT,NOTE,USA,6.25,NA,8/15/23,US912810EQ77,'912810EQ',US912810EQ77 Govt,USD,GOVT_USD_USA
US912828VS66,T 2.500 8/15/2023,BOND,GOVT,NOTE,USA,2.5,NA,8/15/23,US912828VS66,'912828VS',US912828VS66 Govt,USD,GOVT_USD_USA
US912828VV95,T 2.125 8/31/2020,BOND,GOVT,NOTE,USA,2.125,NA,8/31/20,US912828VV95,'912828VV',US912828VV95 Govt,USD,GOVT_USD_USA
US912828VZ00,T 2.000 9/30/2020,BOND,GOVT,NOTE,USA,2,NA,9/30/20,US912828VZ00,'912828VZ',US912828VZ00 Govt,USD,GOVT_USD_USA
US912828WC06,T 1.750 10/31/2020,BOND,GOVT,NOTE,USA,1.75,NA,10/31/20,US912828WC06,'912828WC',US912828WC06 Govt,USD,GOVT_USD_USA
US912828WE61,T 2.750 11/15/2023,BOND,GOVT,NOTE,USA,2.75,NA,11/15/23,US912828WE61,'912828WE',US912828WE61 Govt,USD,GOVT_USD_USA
US912828PN44,T 2.750 12/31/2017,BOND,GOVT,NOTE,USA,2.75,NA,12/31/17,US912828PN44,'912828PN',US912828PN44 Govt,USD,GOVT_USD_USA
US912828UE89,T 0.750 12/31/2017,BOND,GOVT,NOTE,USA,0.75,NA,12/31/17,US912828UE89,'912828UE',US912828UE89 Govt,USD,GOVT_USD_USA
CA135087XM17,CAN 5.250 6/1/2013,BOND,GOVT,NOTE,CAN,5.25,NA,6/1/13,CA135087XM17,'135087XM',CA135087XM17 Govt,CAD,GOVT_CAD_CAN
CA135087XS86,CAN 5.000 6/1/2014,BOND,GOVT,NOTE,CAN,5,NA,6/1/14,CA135087XS86,'135087XS',CA135087XS86 Govt,CAD,GOVT_CAD_CAN
CA135087XX71,CAN 4.500 6/1/2015,BOND,GOVT,NOTE,CAN,4.5,NA,6/1/15,CA135087XX71,'135087XX',CA135087XX71 Govt,CAD,GOVT_CAD_CAN
CA135087YN80,CAN 3.500 6/1/2013,BOND,GOVT,NOTE,CAN,3.5,NA,6/1/13,CA135087YN80,'135087YN',CA135087YN80 Govt,CAD,GOVT_CAD_CAN
CA135087YS77,CAN 3.000 6/1/2014,BOND,GOVT,NOTE,CAN,3,NA,6/1/14,CA135087YS77,'135087YS',CA135087YS77 Govt,CAD,GOVT_CAD_CAN
CA135087YU24,CAN 2.000 12/1/2014,BOND,GOVT,NOTE,CAN,2,NA,12/1/14,CA135087YU24,'135087YU',CA135087YU24 Govt,CAD,GOVT_CAD_CAN
CA135087ZC17,CAN 2.500 6/1/2015,BOND,GOVT,NOTE,CAN,2.5,NA,6/1/15,CA135087ZC17,'135087ZC',CA135087ZC17 Govt,CAD,GOVT_CAD_CAN
CA135087ZD99,CAN 1.750 3/1/2013,BOND,GOVT,NOTE,CAN,1.75,NA,3/1/13,CA135087ZD99,'135087ZD',CA135087ZD99 Govt,CAD,GOVT_CAD_CAN
CA135087ZF48,CAN 3.000 12/1/2015,BOND,GOVT,NOTE,CAN,3,NA,12/1/15,CA135087ZF48,'135087ZF',CA135087ZF48 Govt,CAD,GOVT_CAD_CAN
CA135087ZG21,CAN 2.500 9/1/2013,BOND,GOVT,NOTE,CAN,2.5,NA,9/1/13,CA135087ZG21,'135087ZG',CA135087ZG21 Govt,CAD,GOVT_CAD_CAN
CA135087ZN71,CAN 2.000 3/1/2014,BOND,GOVT,NOTE,CAN,2,NA,3/1/14,CA135087ZN71,'135087ZN',CA135087ZN71 Govt,CAD,GOVT_CAD_CAN
CA135087ZP20,CAN 2.000 8/1/2013,BOND,GOVT,NOTE,CAN,2,NA,8/1/13,CA135087ZP20,'135087ZP',CA135087ZP20 Govt,CAD,GOVT_CAD_CAN
CA135087ZR85,CAN 2.250 8/1/2014,BOND,GOVT,NOTE,CAN,2.25,NA,8/1/14,CA135087ZR85,'135087ZR',CA135087ZR85 Govt,CAD,GOVT_CAD_CAN
CA135087ZT42,CAN 1.500 11/1/2013,BOND,GOVT,NOTE,CAN,1.5,NA,11/1/13,CA135087ZT42,'135087ZT',CA135087ZT42 Govt,CAD,GOVT_CAD_CAN
CA135087ZW70,CAN 1.000 2/1/2014,BOND,GOVT,NOTE,CAN,1,NA,2/1/14,CA135087ZW70,'135087ZW',CA135087ZW70 Govt,CAD,GOVT_CAD_CAN
CA135087ZX53,CAN 1.000 2/1/2015,BOND,GOVT,NOTE,CAN,1,NA,2/1/15,CA135087ZX53,'135087ZX',CA135087ZX53 Govt,CAD,GOVT_CAD_CAN
CA135087ZY37,CAN 0.750 5/1/2014,BOND,GOVT,NOTE,CAN,0.75,NA,5/1/14,CA135087ZY37,'135087ZY',CA135087ZY37 Govt,CAD,GOVT_CAD_CAN
CA135087A388,CAN 1.500 8/1/2015,BOND,GOVT,NOTE,CAN,1.5,NA,8/1/15,CA135087A388,'135087A3',CA135087A388 Govt,CAD,GOVT_CAD_CAN
CA135087A537,CAN 1.000 11/1/2014,BOND,GOVT,NOTE,CAN,1,NA,11/1/14,CA135087A537,'135087A5',CA135087A537 Govt,CAD,GOVT_CAD_CAN
CA135087A958,CAN 1.000 5/1/2015,BOND,GOVT,NOTE,CAN,1,NA,5/1/15,CA135087A958,'135087A9',CA135087A958 Govt,CAD,GOVT_CAD_CAN
